id,locationId,name,status,addressstreet,addresscity,addressstate,addresszip,addresscountryId,addresscountry,addressregionId,addressregion,gpslatitude,gpslongitude,dateOpened,stallCount,counted,elevationMeters,powerKilowatt,solarCanopy,battery,statusDays,urlDiscuss,hours
2215,dangjinsupercharger,"Dangjin, South Korea",OPEN,충남 당진시 송악읍 송악로 63,당진,48,,137,South Korea,102,Asia Pacific,36.909503,126.69407466,2019-12-20,6,true,42,120,false,false,0,false,
2216,seoulgangseosupercharger,"Seoul - Gangseo, South Korea",OPEN,서울특별시 강서구 하늘길 38,서울,,,137,South Korea,102,Asia Pacific,37.563265,126.803108,2019-12-20,4,true,13,120,false,false,0,false,
3844,brestfrsupercharger,"Brest, France",CONSTRUCTION,"Les Portes De Brest,105 Rue Pierre Jakez Helias",Guipavas,,29490,110,France,101,Europe,48.416667,-4.436329,,12,true,62,250,false,false,146,true,
110,buelltonsupercharger,"Buellton, CA",OPEN,555 McMurray Rd,Buellton,CA,93427,100,USA,100,North America,34.61456,-120.188387,2013-07-13,10,true,114,150,false,false,0,true,
111,corningsupercharger,"Corning, CA",OPEN,950 Hwy 99,Corning,CA,96021,100,USA,100,North America,39.926454,-122.198393,2013-10-18,6,true,87,150,false,false,0,true,
109,barstowcasupercharger,"Barstow, CA",OPEN,2812 Lenwood Rd,Barstow,CA,92311,100,USA,100,North America,34.849129,-117.085446,2012-11-19,16,true,725,150,false,true,0,true,
142,tiftonsupercharger,"Tifton, GA",OPEN,1310 U.S. 82,Tifton,GA,31794,100,USA,100,North America,31.448847,-83.53221,2014-07-10,8,true,92,150,false,false,0,true,
118,indiocaliforniasupercharger,"Indio, CA",OPEN,42100 Jackson St,Indio,CA,92203,100,USA,100,North America,33.741484,-116.215019,2014-09-26,8,true,-3,150,false,false,0,true,
123,rosevillesupercharger,"Roseville, CA",OPEN,1151 Galleria Blvd,Roseville,CA,95678,100,USA,100,North America,38.771208,-121.266149,2014-04-29,7,true,66,150,false,false,0,true,
120,oxnardcasupercharger,"Oxnard, CA",OPEN,2751 Park View Ct,Oxnard,CA,93036,100,USA,100,North America,34.238654,-119.177398,2014-09-24,20,true,24,150,false,false,0,true,
3317,DallasTXsupercharger,"Dallas - Park Ln, TX",OPEN,8080 Park Ln,Dallas,TX,75231,100,USA,100,North America,32.867639,-96.767245,2021-11-17,16,true,179,250,false,false,0,true,
112,elcentrosupercharger,"El Centro, CA",OPEN,3451 S Dogwood Rd,El Centro,CA,92243,100,USA,100,North America,32.760837,-115.532486,2014-12-28,12,true,-8,150,false,false,0,true,
1751,rosemontillinoissupercharger,"Rosemont, IL",OPEN,5220 Fashion Outlets Way,Rosemont,IL,60018,100,USA,100,North America,41.975091,-87.866501,2018-11-06,10,true,194,72,false,false,0,true,
134,greenwichsouthsupercharger,"Greenwich - Southbound, CT",OPEN,2000 Merritt Pkwy,Greenwich,CT,06830,100,USA,100,North America,41.040555,-73.673445,2014-02-12,4,false,81,150,false,false,0,true,
117,hawthornerocketsupercharger,"Hawthorne, CA",CLOSED_PERM,1 Rocket Rd,Hawthorne,CA,90250,100,USA,100,North America,33.921068,-118.330054,,12,true,18,250,false,true,268,true,
141,savannahsupercharger,"Savannah, GA",OPEN,400 Airways Ave,Savannah,GA,31408,100,USA,100,North America,32.135507,-81.212767,2014-01-15,8,true,6,125,false,false,0,true,
103,holbrooksupercharger,"Holbrook, AZ",OPEN,2096 Navajo Blvd,Holbrook,AZ,86025,100,USA,100,North America,34.922962,-110.145558,2014-01-15,12,true,1596,250,false,false,0,true,
144,highlandpark,"Highland Park (SC), IL",CLOSED_PERM,1200 Old Skokie Rd,Highland Park,IL,60035,100,USA,100,North America,42.17434,-87.816626,,4,true,195,0,false,false,980,true,
140,macongasupercharger,"Macon, GA",CLOSED_PERM,450 Martin Luther King Jr Blvd,Macon,GA,31201,100,USA,100,North America,32.8334275,-83.6255567,,8,true,98,150,false,false,284,true,
3769,mooresvillencsupercharger,"Mooresville, NC",OPEN,125 Center Square Dr,Mooresville,NC,28117,100,USA,100,North America,35.587472,-80.873,2021-11-19,12,true,260,250,false,false,0,true,
100,buckeyesupercharger,"Buckeye, AZ",OPEN,416 S Watson Rd,Buckeye,AZ,85326,100,USA,100,North America,33.443011,-112.556876,2014-03-20,12,true,338,250,false,false,0,true,
3843,bjorklidensupercharger,"Björkliden, Sweden",OPEN,Björklidenvägen 70,Björkliden,,981 93,109,Sweden,101,Europe,68.407105,18.676377,2021-12-16,3,true,471,250,false,false,0,false,
3842,,"Daytona Beach - Gateway Dr, FL",CONSTRUCTION,2330 Gateway N Dr,Daytona Beach,FL,32117,100,USA,100,North America,29.223265,-81.09972,,12,true,7,250,false,false,102,true,
108,atascaderosupercharger,"Atascadero, CA",OPEN,6950 El Camino Real,Atascadero,CA,93422,100,USA,100,North America,35.48656,-120.66633,2013-07-03,8,true,262,125,false,false,0,true,
102,gilabendsupercharger,"Gila Bend, AZ",OPEN,826 W Pima St,Gila Bend,AZ,85337,100,USA,100,North America,32.943969,-112.733506,2014-05-17,16,true,221,250,false,false,0,true,
113,folsompremiumoutletssupercharger,"Folsom - Iron Point Road, CA",OPEN,13000 Folsom Blvd,Folsom,CA,95630,100,USA,100,North America,38.64258,-121.18806,2012-11-19,4,true,63,120,false,false,0,true,
133,greenwichnorthsupercharger,"Greenwich - Northbound, CT",OPEN,3000 Merritt Pkwy,Greenwich,CT,06830,100,USA,100,North America,41.041538,-73.671661,2014-02-12,4,true,82,150,false,false,0,true,
129,milfordnorthsupercharger,"Milford - Northbound, CT",OPEN,1 CT Turnpike N,Milford,CT,06460,100,USA,100,North America,41.245814,-73.008988,2012-12-16,2,true,19,120,false,false,0,true,
130,milfordsouthsupercharger,"Milford - Southbound, CT",OPEN,1 CT Turnpike S,Milford,CT,06460,100,USA,100,North America,41.246232,-73.010529,2012-12-16,2,false,19,125,false,false,0,true,
137,portorangesupercharger,"Port Orange, FL",OPEN,5302 S Williamson Blvd,Port Orange,FL,32128,100,USA,100,North America,29.108566,-81.034569,2013-09-13,6,true,7,150,false,false,0,true,
138,portstluciesupercharger,"Port St. Lucie, FL",OPEN,1701 NW Peacock Blvd,Port St. Lucie,FL,34986,100,USA,100,North America,27.313023,-80.406688,2013-07-24,8,true,8,120,false,false,0,true,
107,yumasupercharger,"Yuma, AZ",OPEN,310 N Madison Ave,Yuma,AZ,85364,100,USA,100,North America,32.726686,-114.619093,2014-02-04,12,true,43,250,false,false,0,true,
3847,nottinghamcentresuperchargerq122,"Nottingham - Victoria Centre, UK",OPEN,Glasshouse Street,Nottingham,,NG1 3QN,108,United Kingdom,101,Europe,52.957009,-1.147388,2022-04-03,12,true,44,250,false,false,0,true,
153,worthingtonsupercharger,"Worthington, MN",OPEN,1290 Ryan's Rd,Worthington,MN,56187,100,USA,100,North America,43.63385,-95.595647,2013-12-11,6,true,478,120,false,false,0,true,
163,burlingtonncsupercharger,"Burlington, NC",OPEN,1080 Piper Ln,Burlington,NC,27215,100,USA,100,North America,36.07079,-79.511211,2013-10-16,8,true,197,120,false,false,0,true,
3858,UnionCityNJsupercharger,"North Bergen, NJ",PERMIT,2819 John F. Kennedy Blvd,North Bergen,NJ,07047,100,USA,100,North America,40.774157,-74.037127,,8,true,39,250,false,false,140,true,
1354,spearfishsupercharger,"Spearfish, SD",OPEN,3275 Old Belle Rd,Spearfish,SD,57783,100,USA,100,North America,44.520607,-103.890924,2017-10-30,6,true,1077,150,false,false,0,true,
178,santeesupercharger,"Santee, SC",OPEN,114 Bradford Blvd,Santee,SC,29142,100,USA,100,North America,33.485858,-80.475763,2013-12-27,8,true,39,150,false,false,0,true,
148,mishawakasupercharger,"Mishawaka, IN",OPEN,6501 Grape Rd,Mishawaka,IN,46545,100,USA,100,North America,41.7174,-86.1887,2013-12-11,6,true,234,120,false,false,0,true,
147,angolasupercharger,"Angola, IN",OPEN,3855 Indiana Rte 127,Angola,IN,46703,100,USA,100,North America,41.699048,-85.000326,2013-12-09,6,true,329,120,false,false,0,true,
172,woodburnorsupercharger,"Woodburn, OR",OPEN,255 N Arney Rd,Woodburn,OR,97071,100,USA,100,North America,45.15313,-122.881254,2013-08-28,8,true,56,150,false,false,0,true,
1819,richmoncaliforniasupercharger,"Richmond, CA",OPEN,2157 Meeker Ave,Richmond,CA,94804,100,USA,100,North America,37.919969,-122.348976,2019-09-16,12,true,4,150,false,false,0,true,
155,farmingtonnmsupercharger,"Farmington, NM",OPEN,4200 Sierra Vista Dr,Farmington,NM,87402,100,USA,100,North America,36.766371,-108.144047,2014-01-10,4,true,1673,120,false,false,0,true,
149,goodlandsupercharger,"Goodland, KS",OPEN,2631 Enterprise Rd,Goodland,KS,67735,100,USA,100,North America,39.326253,-101.725171,2014-06-13,6,true,1129,150,false,false,0,true,
175,somersetsupercharger,"Somerset, PA",OPEN,1030 N Center Ave,Somerset,PA,15501,100,USA,100,North America,40.017383,-79.077117,2014-01-10,6,true,641,150,false,false,0,true,
1748,ossiningnewyorksupercharger,"Ossining, NY",OPEN,214 South Highland Ave,Ossining,NY,10510,100,USA,100,North America,41.144011,-73.861472,2019-06-14,12,true,21,150,false,false,0,true,
185,sanmarcossupercharger,"San Marcos, TX",OPEN,3939 Interstate 35,San Marcos,TX,78666,100,USA,100,North America,29.827692,-97.979677,2013-08-17,12,true,202,150,false,false,0,true,
182,columbussupercharger,"Columbus, TX",OPEN,2535 Texas 71,Columbus,TX,78934,100,USA,100,North America,29.690062,-96.537725,2013-10-07,6,true,57,120,false,false,0,true,
173,cranberrytownshipsupercharger,"Cranberry, PA",OPEN,1308 Freedom Rd,Cranberry Township,PA,16066,100,USA,100,North America,40.683982,-80.10839,2014-04-04,6,true,312,150,false,false,0,true,
3854,ElCentroCAsupercharger,"El Centro - Wake Ave, CA",PERMIT,330 Wake Ave,El Centro,CA,92243,100,USA,100,North America,32.7729,-115.5501,,8,true,-11,250,false,false,141,true,
179,mitchellsupercharger,"Mitchell, SD",OPEN,1305 W Havens St,Mitchell,SD,57301,100,USA,100,North America,43.701129,-98.04449999999997,2013-12-18,6,true,410,120,false,false,0,false,
3780,SanLuisObispoCASupercharger3,"San Luis Obispo - Higuera St, CA",OPEN,3897 S Higuera St,San Luis Obispo,CA,93401,100,USA,100,North America,35.247841,-120.67193,2021-11-19,20,true,38,250,false,false,0,true,
176,eastgreenwichsupercharger,"East Greenwich, RI",OPEN,1000 Division St,East Greenwich,RI,02818,100,USA,100,North America,41.660517,-71.497242,2014-01-06,8,true,73,150,false,false,0,true,
3845,StAugustineFLSupercharger,"St. Augustine - World Commerce Pkwy, FL",CONSTRUCTION,200 World Commerce Pkwy,St. Augustine,FL,32092,100,USA,100,North America,29.983752,-81.464138,,16,true,10,250,false,false,102,true,
210,aichstettensupercharger,"Aichstetten, Germany",OPEN,Am Waizenhof 12 (Autohof),Aichstetten,,88317,103,Germany,101,Europe,47.880483,10.039783,2013-12-14,8,true,630,130,false,false,0,false,
775,beaunesupercharger,"Beaune, France",OPEN,"Mercure Beaune Centre 7 Ave, Charles de Gaulle",Beaune,,21200,110,France,101,Europe,47.017089,4.836543,2015-12-21,8,true,210,150,false,false,0,false,
204,pleasantprairiesupercharger,"Pleasant Prairie, WI",OPEN,11211 120th Ave,Pleasant Prairie,WI,53158,100,USA,100,North America,42.518715,-87.950428,2014-02-13,8,true,216,120,false,false,0,true,
555,osakakitakupanasonicsupercharger,"Osaka Suehirocho - Panasonic, Japan",OPEN,"2-40 Suehiro-cho, Kita-ku",Osaka,,530-0041,114,Japan,102,Asia Pacific,34.700941,135.51077,2015-02-13,4,true,9,0,false,false,0,false,
336,yokohama,"Yokohama, Japan",OPEN,"Kanagawa, Totsuka Kamiyabe-cho",Yokohama,,995-1,114,Japan,102,Asia Pacific,35.4260146,139.5375485,2014-09-09,4,true,43,0,false,false,0,false,
181,rapidcitysupercharger,"Rapid City, SD",OPEN,2200 N Maple Ave,Rapid City,SD,57701,100,USA,100,North America,44.105601,-103.212569,2013-11-25,4,true,1006,120,false,false,0,true,
164,lumbertonncsupercharger,"Lumberton, NC",OPEN,5093 Fayetteville Rd,Lumberton,NC,28358,100,USA,100,North America,34.667629,-79.002343,2014-01-17,8,true,40,150,false,false,0,true,
168,maumeesupercharger,"Maumee, OH",OPEN,1391 Conant St,Maumee,OH,43537,100,USA,100,North America,41.57835,-83.66465,2014-01-13,8,true,192,150,false,false,0,true,
2162,pfaffenhofensupercharger,"Pfaffenhofen, Germany",OPEN,Siebenecken 1,Pfaffenhofen an der Ilm,,85276,103,Germany,101,Europe,48.518159,11.562124,2020-01-25,24,true,500,250,false,false,0,true,
187,beaversupercharger,"Beaver, UT",OPEN,Littlefield Interchange,Beaver,UT,84713,100,USA,100,North America,38.249149,-112.652524,2014-04-14,8,true,1790,150,false,false,0,true,
156,gallupsupercharger,"Gallup, NM",OPEN,111 Twin Buttes Rd,Gallup,NM,87301,100,USA,100,North America,35.505278,-108.828094,2014-01-07,8,true,1970,250,false,false,0,true,
3846,guaynaboprcalletabonucosupercharger,"Guaynabo (outside), PR",OPEN,Cll Tabonuco,Guaynabo,PR,00968,100,USA,100,North America,18.4069,-66.1061,2021-11-19,2,true,14,72,false,false,0,true,
4174,,"London - North Greenwich (2), UK",CONSTRUCTION,"Waterview Dr, Greenwich Peninsula",London,,SE10 0TW,108,United Kingdom,101,Europe,51.5023724,-0.0018343,,12,true,7,150,false,false,1,true,
202,madisonsupercharger,"Madison - East Towne Mall, WI",OPEN,89 E Towne Mall,Madison,WI,53704,100,USA,100,North America,43.12669,-89.306896,2014-01-13,3,true,267,120,false,false,0,true,
223,golsupercharger,"Gol, Norway",OPEN,Heradvegen 5,Gol,,3550,105,Norway,101,Europe,60.70232,8.9862,2013-08-30,12,true,201,130,false,false,0,false,
250,truckeecaliforniadonnersupercharger,"Truckee - Donner Pass, CA",OPEN,11290 Donner Pass Rd,Truckee,CA,96161,100,USA,100,North America,39.327507,-120.207373,2014-08-26,11,true,1967,150,false,false,0,true,
209,vienna,"Vienna - Tech Park Vienna (SC), Austria",OPEN,Gutheil Schoder-Gasse 17,Vienna,,1230,102,Austria,101,Europe,48.1574455,16.3345536,2014-04-30,4,true,190,150,false,false,0,true,
219,oosterhoutsupercharger,"Oosterhout, Netherlands",OPEN,Beneluxweg 1,Oosterhout,,4904 SJ,104,Netherlands,101,Europe,51.626423,4.869517,2013-12-06,12,true,7,150,false,false,0,false,
207,squamishbcsupercharger,"Squamish, BC",OPEN,40147 Glenalder Pl,Squamish,BC,V8B 0G2,101,Canada,100,North America,49.736901,-123.134573,2014-07-12,10,true,35,120,false,false,0,true,
195,burlingtonsupercharger,"Burlington, WA",OPEN,9384 Old Highway 99,Burlington,WA,98233,100,USA,100,North America,48.509772,-122.338625,2013-07-13,8,true,7,150,false,false,0,true,
192,stgeorgeutsupercharger,"St. George, UT",OPEN,1091 N Bluff St,St. George,UT,84770,100,USA,100,North America,37.12645,-113.601865,2014-08-14,8,true,887,150,false,false,0,true,
198,ritzvillevasupercharger,"Ritzville, WA",OPEN,105 Galbreath Way,Ritzville,WA,99169,100,USA,100,North America,47.116294,-118.368328,2014-05-18,4,true,570,150,false,false,0,true,
191,richfieldsupercharger,"Richfield, UT",OPEN,20 W 1400 N,Richfield,UT,84701,100,USA,100,North America,38.787942,-112.085316,2014-04-04,4,true,1660,150,false,false,0,true,
238,limonsupercharger,"Limon, CO",OPEN,2221 6th St,Limon,CO,80828,100,USA,100,North America,39.2688421,-103.708604,2014-06-21,6,true,1652,150,false,false,0,true,
237,hayssupercharger,"Hays, KS",OPEN,4101 Vine St,Hays,KS,67601,100,USA,100,North America,38.900543,-99.319142,2014-06-12,6,true,626,150,false,false,0,true,
224,aurlandsupercharger,"Aurland, Norway",OPEN,Nyheim Aurland,Aurland,,5745,105,Norway,101,Europe,60.89863,7.21082,2013-08-30,6,true,11,130,false,false,0,false,
280,cnsc8226,"Beijing - Yizhuang AK Valley, China",OPEN,"Harmony, No.16 Zhonghe St, Yizhuang, Daxing District",Beijing,Beijing,,115,China,102,Asia Pacific,39.799729,116.518017,2014-07-12,8,true,31,120,false,false,0,false,
3848,,"King City, CA",PERMIT,530 Canal St,King City,CA,93930,100,USA,100,North America,36.204373,-121.132386,,16,true,94,250,false,false,144,true,
189,greenriversupercharger,"Green River, UT",OPEN,1765 East Main St,Green River,UT,84525,100,USA,100,North America,38.993577,-110.140513,2014-03-17,8,true,1240,150,false,false,0,true,
215,hohenwarslebensupercharger,"Hohenwarsleben, Germany",OPEN,Zum Raukler 1,Hohenwarsleben,,39326,103,Germany,101,Europe,52.174057,11.494488,2014-04-30,6,true,133,120,false,false,0,true,
227,aspoyasupercharger,"Aspøya, Norway",OPEN,"Fjordkroa AS, Aspøya, E39",Aspøya,,6670,105,Norway,101,Europe,63.011584,7.977743,2014-08-08,8,true,7,150,false,false,0,true,
203,maustonsupercharger,"Mauston, WI",OPEN,640 Mc Evoy St,Mauston,WI,53948,100,USA,100,North America,43.795551,-90.059358,2013-12-09,6,true,265,125,false,false,0,false,
201,lacrossesupercharger,"La Crosse, WI",OPEN,2845 Midwest Dr,Onalaska,WI,54650,100,USA,100,North America,43.879042,-91.188428,2014-01-05,6,true,219,120,false,false,0,true,
200,eauclairesupercharger,"Eau Claire, WI",OPEN,4601 Keystone Crossing,Eau Claire,WI,54701,100,USA,100,North America,44.77083,-91.43711,2014-01-30,6,true,293,120,false,false,0,true,
206,lusksupercharger,"Lusk, WY",OPEN,730 S Main St,Lusk,WY,82225,100,USA,100,North America,42.75625,-104.45267,2013-12-19,4,true,1529,120,false,false,0,true,
1753,winnipegportagesupercharger,"Winnipeg, MB",OPEN,1485 Portage Ave,Winnipeg,MB,R3G 0W4,101,Canada,100,North America,49.881297,-97.198141,2019-12-12,8,true,234,250,false,false,0,true,
244,liernorthsupercharger,"Lier (north), Norway",OPEN,"E18 North by Max burger (4 in front, 4 more in back)",Lier,,3400,105,Norway,101,Europe,59.770833,10.262139,2014-07-31,8,true,17,150,false,false,0,false,
781,cavagliasupercharger,"Cavaglià, Italy",OPEN,"Via Santhià, 75,Cavaglià BI",Cavaglià,,13881,113,Italy,101,Europe,45.38967,8.128911,2016-02-05,8,true,221,150,false,false,0,false,
228,lullysupercharger,"Lully, Switzerland",OPEN,Restoroute 1470 Lully FR (Autogrill),Lully,,1470,106,Switzerland,101,Europe,46.832137,6.859096,2013-12-13,10,true,490,125,false,false,0,true,
286,casagrandesupercharger,"Casa Grande, AZ",OPEN,2453 E Florence Blvd,Casa Grande,AZ,85194,100,USA,100,North America,32.87888,-111.6817421,2014-09-30,6,true,435,150,false,false,0,true,
261,arbogasupercharger,"Arboga, Sweden",OPEN,Burskapsvägen 1,Arboga,,732 95,109,Sweden,101,Europe,59.426307,15.827684,2014-07-06,14,true,20,150,false,false,0,true,
234,middelfartsupercharger,"Middelfart, Denmark",OPEN,3 Karensmindevej,Middelfart,,5500,107,Denmark,101,Europe,55.510639,9.764306,2014-05-30,12,true,26,150,false,false,0,true,
275,maconfrsupercharger,"Mâcon, France",OPEN,1 Boulevard du Général de Gaulle,Sancé,,71000,110,France,101,Europe,46.346553,4.850173,2014-07-11,20,true,172,150,false,false,0,false,
225,brokelandsheiabrusupercharger,"Brokelandsheia, Norway",OPEN,Brokelandsheia,Sundebru,,4993,105,Norway,101,Europe,58.820783,9.073746,2013-08-13,28,true,99,250,false,false,0,false,
221,dombassupercharger,"Dombås, Norway",OPEN,P plass bak KIWI Mini Pris,Dombås,,2660,105,Norway,101,Europe,62.073923,9.125562,2013-08-30,24,true,659,250,false,false,0,false,
217,regensburgostsupercharger,"Regensburg-Ost, Germany",OPEN,Junkersstraße 3,Regensburg,,93055,103,Germany,101,Europe,48.994967,12.150416,2014-06-18,10,true,333,150,false,false,0,true,
218,wilnsdorfsupercharger,"Wilnsdorf, Germany",OPEN,Elkersberg 2 (Autohof),Wilnsdorf,,57234,103,Germany,101,Europe,50.816873,8.08576,2013-12-13,8,true,436,150,false,false,0,false,
239,nephisupercharger,"Nephi, UT",OPEN,2100 S Main St,Nephi,UT,84648,100,USA,100,North America,39.6783968,-111.8407035,2014-06-11,6,true,1555,150,false,false,0,true,
233,cordeslakessupercharger,"Cordes Lakes, AZ",OPEN,14925 Cordes Lakes Rd,Mayer,AZ,86333,100,USA,100,North America,34.327131,-112.118432,2014-10-14,8,true,1150,150,false,false,0,true,
282,billingssupercharger,"Billings, MT",OPEN,1801 Majestic LN,Billings,MT,59102,100,USA,100,North America,45.733716,-108.604573,2014-07-23,4,true,978,150,false,false,0,true,
251,salinasupercharger,"Salina, KS",OPEN,755 W Diamond Dr,Salina,KS,67401,100,USA,100,North America,38.877342,-97.618699,2014-07-04,6,true,371,150,false,false,0,true,
270,tilburgatlasstraat,"Tilburg (SC), Netherlands",OPEN,Atlasstraat 7-9,Tilburg,,5047 RG,104,Netherlands,101,Europe,51.606331,5.005621,2014-07-03,2,true,5,0,false,false,0,true,M-F 9:00-17:30
241,daytonsupercharger,"Dayton, OH",OPEN,9200 N Main St,Dayton,OH,45445,100,USA,100,North America,39.858702,-84.277027,2014-11-11,8,true,257,150,false,false,0,true,
242,chattanoogasupercharger,"Chattanooga, TN",OPEN,1001 Airport Rd,Chattanooga,TN,37421,100,USA,100,North America,35.038644,-85.19593,2014-09-04,6,true,204,150,false,false,0,true,
254,karlstadsupercharger,"Karlstad, Sweden",OPEN,Våxnäsgatan 158,Karlstad,,653 41,109,Sweden,101,Europe,59.381535,13.467609,2014-07-06,6,true,51,150,false,false,0,true,
246,sollisupercharger,"Solli, Norway",OPEN,Solliveien 276,Rolvsøy,,1667,105,Norway,101,Europe,59.324292,10.954448,2014-07-03,10,true,3,150,false,false,0,false,
268,southhillsupercharger,"South Hill, VA",OPEN,1791 N Mecklenburg Ave,South Hill,VA,23970,100,USA,100,North America,36.748445,-78.103764,2014-08-07,6,true,125,150,false,false,0,true,
265,muhldorfsupercharger,"Mühldorf, Germany",OPEN,24 TOTAL Autohof,Mühldorf,,84453,103,Germany,101,Europe,48.272557,12.549892,2014-08-01,4,true,405,125,false,false,0,true,
269,auxerresupercharger,"Auxerre, France",OPEN,Route national 6 - Lieu dit,Appoigny,,89380,110,France,101,Europe,47.85183,3.542802,2014-07-04,8,true,99,150,false,false,0,false,
267,loddekopingesupercharger,"Löddeköpinge, Sweden",OPEN,Marknadsvägen 1,Löddeköpinge,,,109,Sweden,101,Europe,55.766399,12.990671,2014-07-29,14,true,10,150,false,false,0,true,
262,sandanesupercharger,"Sandane, Norway",OPEN,Firdavegen 2,Sandane,,6823,105,Norway,101,Europe,61.7780226,6.2131884,2014-07-06,6,true,1,150,false,false,0,true,
245,liersouthsupercharger,"Lier (south), Norway",OPEN,E18 South,Lier,,3400,105,Norway,101,Europe,59.766259,10.257838,2013-08-13,8,false,17,150,false,false,0,true,
252,defuniakspringssupercharger,"DeFuniak Springs, FL",OPEN,10th St and Baldwin Ave,DeFuniak Springs,FL,32435,100,USA,100,North America,30.720702,-86.116677,2015-01-09,5,true,76,150,false,false,0,true,
321,cnsc8029,"Nanjing - Fengsheng Shanghui, China",OPEN,"Fengsheng Shanghui, No. 119 Software Rd, Yuhuatai District",Nanjing,Jiangsu,,115,China,102,Asia Pacific,31.976229,118.761432,2014-08-20,6,true,32,120,false,false,0,false,
290,hangzhouxiachengsupercharger,"Hangzhou Xiacheng, China",OPEN,"Sports Park, No.129 Baishi Rd, Xiacheng District",Hangzhou,Zhejiang,,115,China,102,Asia Pacific,30.3131265,120.1651448,2014-07-26,8,true,36,0,false,false,0,false,
292,shenzhenlonghua,"Shenzhen-Longhua, China",OPEN,"Longhua Auto City, No.1 Minkang Rd, Longhua District",Shenzhen,Guangdong,518131,115,China,102,Asia Pacific,22.6189,114.05482,2014-07-26,6,true,72,0,false,false,0,false,
247,amotsupercharger,"Amot, Norway",OPEN,"by Heimat, Vinjevegen 159",Vinje,,3890,105,Norway,101,Europe,59.5701306,7.992551,2014-06-27,8,true,457,150,false,false,0,true,
283,hamburg,"Hamburg - Essener Straße (SC), Germany",CLOSED_PERM,"Valvo Park, Unit C-20",Hamburg,,22419,103,Germany,101,Europe,53.668642,9.995189,,2,true,24,0,false,false,2818,true,"MO-FR 09:00-18:00, SA 10:00-14:00"
318,cnsc8051,"Hangzhou - Huanglong Hotel, China",OPEN,"Dragon Hotel, No. 120 Shuguang Rd, West Lake District",Hangzhou,Zhejiang,,115,China,102,Asia Pacific,30.266799,120.14308,2014-08-20,6,true,15,120,false,false,0,false,
231,cnsc8039,"Shanghai - International Automobile City, China",OPEN,near Jiading Auto City,Shanghai,Shanghai,,115,China,102,Asia Pacific,31.27969,121.16766,2014-04-23,6,true,5,120,false,false,0,true,
3023,cnsc9214,"Shanghai - Lingang Powerlong Plaza, China",OPEN,"Floor B1, Underground Parking Lot, No. 128, Lane 3155, Hongyin Road, Pudong New Area",Shanghai,Shanghai,,115,China,102,Asia Pacific,30.91288134,121.823161,2021-01-22,18,true,3,250,false,false,0,false,
3029,cnsc9220,"Dongguan - Silver Holiday Hotel, China",OPEN,"Silver Holiday Hotel, Lan Kwai Fong Square, Changma Avenue, Changping Town",Dongguan,Guangdong,,115,China,102,Asia Pacific,22.98561985,114.0188207,2021-01-22,12,true,9,250,false,false,0,false,
3030,cnsc9221,"Xiamen - Haicang Zhongshan Waikou Apartment, China",OPEN,"Phase I of Zhongshan Resettlement House, Maqing Road, Haicang District",Xiamen,Fujian,,115,China,102,Asia Pacific,24.49820445,118.0319805,2021-01-22,6,true,15,250,false,false,0,false,
2219,almatysupercharger,"Almaty, Kazakhstan",OPEN,Al-Farabi Avenue (West),Almaty,Almaty,,144,Kazakhstan,102,Asia Pacific,43.218336,76.92797,2019-12-20,4,true,892,120,false,false,0,true,
3851,hamburgstillhorn,"Hamburg - Stillhorn, Germany",OPEN,Stillhorner Weg 40,Hamburg,,21109,103,Germany,101,Europe,53.479693,10.024845,2022-01-25,12,true,4,250,false,false,0,true,
260,uddevallasupercharger,"Uddevalla, Sweden",OPEN,Herrestads Torp 310,Uddevalla,,451 98,109,Sweden,101,Europe,58.3516862,11.8116943,2014-07-09,20,true,41,250,false,false,0,true,
4176,SanJoseCAsupercharger3,"San Jose - Saratoga Ave, CA",CONSTRUCTION,1320 Saratoga Ave,San Jose,CA,95129,100,USA,100,North America,37.3006,-121.9812,,12,true,62,250,false,false,0,true,
272,kamensupercharger,"Kamen, Germany",OPEN,4 Schattweg,Kamen,,59174,103,Germany,101,Europe,51.5701759,7.6751678,2014-07-12,12,true,73,150,false,false,0,true,
3024,cnsc9215,"Wenzhou - Ruian Wuyue Plaza, China",OPEN,"Underground Parking Lot, Ruian Wuyue Plaza, 1158 Ruixiang Avenue, Ruian City",Wenzhou,Zhejiang,,115,China,102,Asia Pacific,27.78766225,120.6702647,2021-01-22,6,true,9,250,false,false,0,false,
248,emsburensupercharger,"Emsbüren, Germany",OPEN,Carl-von-Linne-Straße 1,Emsbüren,,48488,103,Germany,101,Europe,52.359241,7.264215,2014-07-04,20,true,32,250,false,false,0,true,
3850,grayssupercharger,"Grays, UK",OPEN,"Lakeside Shopping Centre, W Thurrock Way","Thurrock, Essex",,RM20 2ZG,108,United Kingdom,101,Europe,51.4894519,0.2866192,2022-01-25,16,true,5,250,false,false,0,true,
253,sagamorebeachsupercharger,"Sagamore Beach, MA",OPEN,22 Meetinghouse Ln,Sagamore Beach,MA,02562,100,USA,100,North America,41.781242,-70.540271,2014-10-27,8,true,26,150,false,false,0,true,
300,maienfeldsupercharger,"Maienfeld, Switzerland",OPEN,"Swiss Heidi Hotel, Werkhofstrasse 1",Maienfeld,,7304,106,Switzerland,101,Europe,47.003972,9.525835,2014-10-27,14,true,503,125,false,false,0,true,
